,class,tweet
18713,other, camilleftansel ive read the hunger games 12 times i am trash
18714,offensive language," camxo__ 8220rosaalbae playstation is trash xbox is better8221 
ya titties trash"
18715,offensive language, capflowwatch apple ceo says 8216being gay is a gift from god8217 as pa of campaign to sell iphone to queers httptcolze2e0wuyv
18716,offensive language, captaincoximus im like the bat signal but for crazy bitches
18717,offensive language, carcarroni uglyassderrick my sincerest apologies my main bitch chocolate dipped cinnamon apple
18718,offensive language, carhatdarlin trying to download ios 8 but my phones a bitch
18719,other, carrielusch you might be a liberal if you continue to trash america claiming how horrible and evil it is yet you refuse to leave
18720,offensive language, caerazoo my nephew on adam rose i bet he aint got no hoes though
18721,offensive language, caerreynolds austin mahone is making bitches horny right now
18722,offensive language, caseofthekink some men say they8217re afraid of having daughters bc they don8217t want them to turn into 8220hoes8221 or we
18723,other, caseykim12 your sole purpose is to make money otherwise youd suggest violence prevention policies that actually work piersmorgan
18724,offensive language, caseytu88662466 play pussy get fucked
18725,offensive language, caseytu88662466 y these niggas on this hoe shit
18726,offensive language, cashflowho im too pretty for this 128526128129128133  yall lil bitches can have the petty shit 128080128169128128 
18727,offensive language, cassidy_kelsey now you just reminded me why i hate you bitch cantstandyou
18728,offensive language, castabignet some people are handed a bar of gold and all they can do is bitch about how heavy it is
18729,offensive language," causeweregirls bae go talk to your hoes

me httptcokkk5psbv9f"
18730,offensive language, ccancel14 miserable bitches talk the most shit 128514999665039
18731,offensive language, ccobb1573 8220imfinddory cant spell slut without u bitch8221
18732,offensive language, cecetoosho_ wait why do niggas get to fw they exes friend but when girls fw her exes friend she a hoe lol
18733,other," cenopant shes 
browasken
because
ssidehe
belihoeved"
18734,offensive language, ceoo_97 8220posltlvevlbe a loyal girl truly does come with a sma mouth amp argumentsonly a hoe will let you do as you please cause she8230
18735,other, ceut bushco used to publicly trash exofficials who wrote books  snow oneill etc bet we wont hear pbo trashing gates morning8230
18736,offensive language, chanelisabeth happy 17th bihday to my main hoe and paner in crime bountyhunters4lyfe 127881128299 whitecholo23
18737,offensive language, chanelpuke i hate when people ask 8220who you tryna look good for8221 bitch myself bye
18738,offensive language," chanelpuke me goodnight moon 

moon goodnight lil bitch"
18739,offensive language, chaniiyyaa wayne really treat nicki like thats his bitch 128564128525128553
18740,other, charcharkuhlman first day of spring break ate half a pan of brownies amp watched 6 episodes of parks and rec with victoriakuhlman amp e8230
18741,offensive language, charlie_danger beautiful wall color 128525 _100d i dont love these bitches and you shouldnt either 128581 httptcotfotrkw25v
18742,offensive language, charlieecai our taxi driver is fucking retarded he doesnt know how to get from grapevine to lewisville
18743,offensive language, chasemylovex bitch u lame af get with the times and pop that ass  sincerelytumblr this makes me kinda sad httptcotcujpkoc8230
18744,offensive language, chaserojo boys are dumb no faith in boys bitch shut up youre in high school acting like this is going to be the person you marry8230
18745,offensive language, chasingstaxx if your girl is upset and cryinglet her cryshe needs to learn how to stop being a pussy toughen up
18746,offensive language, chefpolio i dont send nudes  a bitch wit trash nudes
18747,offensive language, chels_phelps crafty bitches cheatsoflife best way to cheat on a test httptcovgneo1t1tg
18748,offensive language, chelsearaine aw thats cute your mom raised you to be a bitchy little cunt128536
18749,other, chelseaxlaser i really need to take my rose colored glasses off though i gotta stop thinking everybody does shit with good intentions8230
18750,offensive language, chelseypaige42 bitches be begging for love amp loyalty when theyve never giving it to anyone karma bitch128520
18751,offensive language, chelseypaige42 i peep everything and just know ill slap a bitch with a smile on my face
18752,offensive language, cheyycheyy8 rivers is seriously a bitch dont throw your hands around like a 5 year old bc something didnt go right lol
18753,other, chicagobulls coach k says players wont need motivation to get back on track following paul georges injury rather theyll play to ho8230
18754,other, chicagotribune chicago will not refund 77 million made from red light tickets issued after yellow lights were shoened httptco8230
18755,offensive language, chiko600 you think she bad well my bitch meaner 128076128527
18756,offensive language," chillroppy 8220bvdgxl 8220trill_a_g when bitches say darkskin niggas fuck the best this all i see httptco2z2jlzyjum8221

wo8230"
18757,offensive language, chillin662 boosie said he got a bitch from the sip thots are gonna have boosies bitch in da sip in their bio now bethiphopawards8230
18758,other, chilltweetss flappy bird is deep hahaha httptcoemuhmr3jze
18759,other, chilltweetss when i make the paper ball into the trash can 128168 httptcoxnx2xegacm
18760,offensive language, chillvitooo 8220__killswitch nigga damn 128556128563 httpstcom7gexesuag8221lmfao dej loaf got all these bitches getting tryed128557128557128557128557128557
18761,offensive language, chrisbegettinit 8220_100d its like zero bitches in nap thats gon stick by yo side if you fall off 1281758221forreal tho this ain no lie 128175
18762,other, chrisgeidner the mandate still being in effect means the marriage ban in nevada is unconstitutional trial cou is yet to enter injun8230
18763,offensive language, christeaa cant turn a hoe into a house wife babbyyy
18764,other, chughes717 tyzebruh trash cans are always demanding new music from the gawd tyga
18765,other, churchofbasebal and people say baseball is boring redskins
18766,offensive language, chvmpagne bitches that dress like this pussy taste like hot dog water and bad grades httptcowrfv9ld6eo
18767,offensive language, chvmpagne i cant stand you i dont text first ass bitches
18768,offensive language, chvmpagne fat bitch im thick httptcolqxvllvzhj
18769,offensive language, chvrchs my rapper name would be nigger
18770,hate speech, cigarsnscotch whats black and yellow and not going to win this year wrong the answer is tiger woods
18771,offensive language, cjduchesneau nigger hair comin from this bitch who had a dread on the back of herbair she forgot from centurys ago
18772,offensive language, ckillatrippy im a knock the pussy out like fight night
18773,offensive language, cloudydino fuck with us and then we tweaking hoe
18774,offensive language, clurfogay all babies are born hipsters because they come out of the hospital in beanies
18775,offensive language, cocalove_ all it takes is one female to change that nigga but it takes 100 niggas to change that hoe httptcou0fdwrv17y
18776,offensive language, cocalove_ bitch be working and keep singing like she aint never bust a move 128539
18777,offensive language, cocainebungy mckean mckean lol hate half the people there lol weird ass hoes lol corny ass food  i still kill that shit doe 
18778,offensive language, cockyblackguy when a hoe get outta line featuring ssippihippie cat httptcovhgexgipas
18779,offensive language, cocoqte 128514128514 supbishes lol  joanna52011 128514128557  lettuceprey8 just so u faggots know httptcobghtsjipne
18780,offensive language, cokvne fuck twerking bitch can you cook 128530
18781,offensive language, coldcace 1markus_a he knows game hes just gonna make it as small of a loss as possibleshe was 1 of don juan hoes off jump httpt8230
18782,offensive language, colin_weis step up into the gauntlet bitch nuts i could use something to wipe my ass with
18783,offensive language, collegefession all you need in life is bottles bitches and life lessons  sam houston state
18784,offensive language, collegefession guy tells me he doesnt eat pussy and all of the sudden i dont suck dick anymore  centeral washington university
